n_nodes,repetition,pass,convergence_s,connections_observed,connections_expected,propagation_n_samples,propagation_latency_median_ms,propagation_latency_p95_ms,propagation_latency_p99_ms,apply_events_total,lifecycle_events_total,wall_time_s,fatal_error
2,0,True,0.05008297499989567,2,2,35,0.108628,0.2531986999999998,0.3332878799999999,40,9,7.8132412009999825,
2,1,True,8.999999863590347e-06,2,2,35,0.132462,0.2793954999999997,0.3750647199999999,40,9,7.824455133999891,
2,2,True,0.050137809999796445,2,2,35,0.10892,0.3095670999999999,0.39283303999999974,40,9,7.738624699999946,
2,3,True,1.2126000001444481e-05,2,2,35,0.123587,0.2383474999999999,0.28022243999999985,40,9,8.082467848000306,
2,4,True,0.10118976900002963,2,2,36,0.104274,0.31649825,1.678828399999997,41,9,7.949902405000103,
2,5,True,1.3083000339975115e-05,2,2,35,0.109587,0.27989549999999996,0.29358527999999995,40,9,7.807753827999932,
2,6,True,0.053025304000129836,2,2,35,0.17063,0.42179459999999974,0.5360523199999997,40,9,7.894674174999636,
2,7,True,1.650000012887176e-05,2,2,35,0.117879,0.2958535999999999,0.32437072,38,9,7.665078448999793,
2,8,True,0.05134596700008842,2,2,35,0.105711,0.2713072999999999,0.3540097599999996,40,9,7.865376018999996,
2,9,True,0.05395974600014597,2,2,35,0.115128,0.43072799999999994,0.8450744399999979,40,9,7.747158628000307,
2,10,True,0.05102912600023046,2,2,35,0.104253,0.32745029999999997,0.3598784999999999,40,9,7.793346959999781,
2,11,True,0.10872001400002773,2,2,35,0.119045,0.7343410999999969,4.480127519999985,40,9,8.01080845100023,
2,12,True,0.10111605900010545,2,2,35,0.122836,0.4566126999999991,0.7028144399999999,40,9,7.8391217429998505,
2,13,True,9.958999726222828e-06,2,2,35,0.098878,0.20618539999999996,0.415086499999999,39,9,7.66731040600007,
2,14,True,0.050441026000044076,2,2,35,0.093878,0.2569366999999999,0.40401835999999935,40,9,7.755715334000342,
2,15,True,8.37600009617745e-06,2,2,35,0.103336,0.28581609999999963,0.4166851599999998,40,9,7.7452139299998635,
2,16,True,7.45899978937814e-06,2,2,35,0.143628,0.299566,0.3299520999999999,40,9,7.766417670999999,
2,17,True,8.790999800112331e-06,2,2,35,0.097586,0.2893376999999996,0.38967234,40,9,7.724064114999692,
2,18,True,6.041999768058304e-06,2,2,35,0.108587,0.3034959999999999,0.37295343999999975,40,9,7.677142477999951,
2,19,True,9.16700037123519e-06,2,2,36,0.09919,0.24887175,0.31113969999999996,41,9,7.7446962600001825,
2,20,True,1.3874999694962753e-05,2,2,35,0.113294,0.3267587999999998,0.41649671999999976,40,9,7.753973678999955,
2,21,True,9.249999948224286e-06,2,2,35,0.104169,0.25289419999999974,0.32099794,40,9,7.756808675000229,
2,22,True,8.833999800117454e-06,2,2,35,0.128045,0.2648075,0.3032718199999998,40,9,7.753565965000234,
2,23,True,7.958999958646018e-06,2,2,35,0.096419,0.25277749999999954,0.44446163999999955,40,9,7.617886224999893,
2,24,True,7.3760002123890445e-06,2,2,35,0.089169,0.26116959999999995,0.28167921999999995,40,9,7.6288148140001795,
2,25,True,7.0840001171745826e-06,2,2,35,0.09642,0.3452424999999999,0.3743545,40,9,7.732912747999762,
2,26,True,1.2666999737120932e-05,2,2,35,0.096836,0.2602484,0.3048868799999998,40,9,7.726851336999971,
2,27,True,0.05011726800012184,2,2,35,0.108294,0.2756071,0.34883325999999965,40,9,7.815943281999807,
2,28,True,7.58299984227051e-06,2,2,35,0.088669,0.3494885,0.3987373199999998,40,9,7.696248764999837,
2,29,True,9.83300014922861e-06,2,2,35,0.112962,0.3503299999999999,0.40664765999999986,40,9,7.811284285000056,
4,0,True,0.3071929910001927,12,12,99,0.158004,0.4218530999999999,0.5379993599999998,111,57,9.236588094000126,
4,1,True,0.31808541000009427,12,12,99,0.167755,0.4322742,0.4547406599999989,117,57,9.273620137000307,
4,2,True,0.30303012900003523,12,12,99,0.157796,0.36517279999999985,0.5063855399999998,117,57,9.193406725999921,
4,3,True,0.3170199649998722,12,12,96,0.149817,0.40223975,0.5074925499999999,113,57,9.165716063999753,
4,4,True,0.3025549500002853,12,12,99,0.168171,0.34671739999999995,0.46542483999999995,120,57,9.225133669000115,
4,5,True,0.30979177000017444,12,12,99,0.140837,0.4507334999999999,0.56963234,121,57,9.090293952000138,
4,6,True,0.3172035530001267,12,12,96,0.1405455,0.4282615,0.5861205999999997,117,57,9.150177193000218,
4,7,True,0.317168094000408,12,12,96,0.161379,0.39201075,0.58780565,111,57,9.201434078000148,
4,8,True,0.30341380600020784,12,12,96,0.1648795,0.411938,0.4697746499999998,113,57,9.191774193999663,
4,9,True,0.3595500709998305,12,12,99,0.151212,0.38065139999999986,9.171256879998719,119,57,9.173368031999871,
4,10,True,0.3192682760000025,12,12,99,0.161296,0.4363694,0.5580218799999997,121,57,9.255613377000373,
4,11,True,0.31628644500005976,12,12,96,0.149441,0.3860415,0.4416651999999999,113,57,9.145104231999994,
4,12,True,0.3044222919997992,12,12,99,0.151462,0.4047070999999999,0.5477998599999999,116,57,9.157488692000243,
4,13,True,0.31388421500014374,12,12,99,0.165713,0.4402906,5.191630959999074,114,57,9.161317464000149,
4,14,True,0.30717603399989457,12,12,96,0.1526715,0.38877049999999996,0.5039032499999999,108,57,9.204133160999845,
4,15,True,1.446152955999878,12,12,99,0.191046,0.5131435,159.41482825999555,111,58,10.318926641999951,
4,16,True,0.31124601900000926,12,12,96,0.16656700000000002,0.490378,0.6021101,116,57,9.211383026000021,
4,17,True,0.3134477860003244,12,12,99,0.15988,0.3971234999999999,0.6727525599999995,117,57,9.394393463000142,
4,18,True,0.30475734300034674,12,12,99,0.19238,0.4547206999999999,2.0062751999997266,119,57,9.336193227000422,
4,19,True,0.3121035419999316,12,12,96,0.140629,0.3804165,0.41228634999999986,119,57,9.155019260000245,
4,20,True,0.3087568259998079,12,12,96,0.173838,0.379718,0.4512182999999999,114,57,9.254751367000154,
4,21,True,1.4559862639998755,12,12,99,0.188963,0.5123934,0.5667699999999999,111,58,10.365157937999811,
4,22,True,1.5158260440002778,12,12,96,0.181859,0.462752,0.5799155499999996,113,58,10.496084469999914,
4,23,True,0.3006499409998469,12,12,99,0.195422,0.5605150999999998,0.7367830999999992,122,57,9.382785948000219,
4,24,True,0.30640801299978193,12,12,96,0.138691,0.44923124999999997,0.6520516999999998,119,57,9.225560792000124,
4,25,True,0.3176807340000778,12,12,99,0.18988,0.5078345999999999,3.1537004199994914,114,57,9.352298378000341,
4,26,True,0.3042650799998228,12,12,99,0.196505,0.48554189999999986,0.5712353599999999,111,57,9.320896822999657,
4,27,True,0.3542751380000482,12,12,96,0.1723375,0.49511775,0.5713698999999998,116,57,9.3395315759999,
4,28,True,1.4888982359998408,12,12,99,0.19488,0.5462141999999998,18.838450379996413,130,58,10.384744514999966,
4,29,True,0.3041382020001038,12,12,96,0.1466915,0.34709275,0.5289494499999999,119,57,9.109910801999831,
8,0,True,2.6670146330002353,56,56,231,0.270507,0.5721195,0.824272299999999,299,287,13.946172020000176,
8,1,True,2.7143671189996894,56,56,224,0.2637365,0.5959515999999999,0.8051321300000007,292,284,14.105538026999966,
8,2,True,2.7450969890001033,56,56,224,0.291716,0.70453945,1.0249650300000022,294,286,14.203820846000326,
8,3,True,2.6522496940001474,56,56,224,0.30957100000000004,0.6758011,1.0637481800000008,316,287,14.128226393000205,
8,4,True,2.764803145999849,56,56,231,0.27634,0.8072095,1.0367074,299,287,14.109188588000052,
8,5,True,2.623759968000286,56,56,224,0.28577850000000005,0.69738145,0.80877666,305,287,14.085558368999955,
8,6,True,2.6631296959999418,56,56,224,0.25950700000000004,0.6329703499999997,1.0037098400000004,292,284,13.90418564499987,
8,7,True,2.6281641700002183,56,56,224,0.250819,0.55678195,0.9086639700000012,301,285,13.90440431900015,
8,8,True,2.6732948459998624,56,56,224,0.282674,0.5453497,0.6918534300000003,292,284,13.929115444999752,
8,9,True,2.700922883000203,56,56,224,0.251528,0.6431759,0.9298989100000004,292,286,14.00896151500001,
8,10,True,2.7666661550001663,56,56,224,0.285799,0.7660914499999999,1.1074354500000008,303,287,14.380467994000355,
8,11,True,2.7693382699999347,56,56,224,0.3052795,0.7066358999999999,1.0550928300000015,292,284,14.116460166000252,
8,12,True,2.8124300579997907,56,56,224,0.269278,0.61555805,1.1638538100000009,305,284,14.125035605999983,
8,13,True,2.8246997629998987,56,56,231,0.292383,0.631934,1.1724650999999977,299,284,14.141929270999753,
8,14,True,2.718398896999588,56,56,224,0.3040705,0.7492618999999999,0.8983846600000001,292,284,14.13426189799975,
8,15,True,2.833700881000368,56,56,224,0.2692345,0.6785040999999998,0.9933185000000005,301,284,14.269548612000108,
8,16,True,2.7099294159997953,56,56,224,0.26998350000000004,0.54466265,0.7241975800000016,292,286,14.06877169099971,
8,17,True,2.746750753000015,56,56,224,0.28071250000000003,0.7392105499999999,1.9517813900000034,299,284,14.460985537999477,
8,18,True,2.7671692689991687,56,56,224,0.30031549999999996,1.0020177999999997,4.421625160000004,303,286,14.245396713000446,
8,19,True,2.7568838239994875,56,56,224,0.299546,0.67098045,0.8480727800000002,308,284,14.403091614000004,
8,20,True,2.827648036000028,56,56,224,0.277925,0.9366043999999996,1.3609570400000006,299,285,14.340213122999558,
8,21,True,2.8332643800004007,56,56,224,0.27638399999999996,0.7834833499999998,1.1185827300000002,294,284,14.384470547000092,
8,22,True,2.667492515000049,56,56,231,0.364418,1.2529219999999999,1151.9269262999828,457,296,16.162796110999807,
8,23,True,2.6787746110003354,56,56,224,0.2967385,0.7638210999999998,1.130235130000002,300,287,14.136945154999921,
8,24,True,2.719584706000205,56,56,224,0.3034685,0.8805920499999998,4.738884900000018,296,285,14.425561031000143,
8,25,True,2.901649937000002,56,56,224,0.302823,0.6621990999999999,0.8098989400000004,294,284,14.32051107999996,
8,26,True,2.6999291700003596,56,56,224,0.27890950000000003,0.58500185,0.8521751700000004,294,284,14.027857365999807,
8,27,True,2.736205582000366,56,56,224,0.323782,0.6365328,0.7515773900000001,326,284,14.173264119000123,
8,28,True,2.7012912909995066,56,56,231,0.278599,0.621651,0.8272559999999991,301,286,14.183039663000272,
8,29,True,3.249233131999972,56,56,231,0.313597,1.6602265,107.12912549999835,365,292,15.081886255999962,
16,0,True,4.623694064000119,240,240,480,0.46221049999999997,1.1059229499999996,1.5960473599999978,730,1318,20.943839845000184,
16,1,True,4.5992679619994306,240,240,480,0.4657125,1.0989829499999997,1.3571414399999997,722,1316,20.817046649000076,
16,2,True,4.632377590000033,240,240,495,0.542708,1.4238969999999957,7.19379026,753,1317,21.609755309999855,
16,3,True,4.627773940999759,240,240,480,0.467174,1.05588235,1.2906043799999984,720,1318,21.00457294500029,
16,4,True,4.806746322000436,240,240,480,0.4363445,0.9861422,1.2407960599999983,724,1316,21.019835607999994,
16,5,True,4.662721982000221,240,240,480,0.42840849999999997,0.9290704999999979,1.18262761,730,1318,20.834983133000605,
16,6,True,4.718373020999934,240,240,480,0.3912245,1.06796225,1.35289568,726,1319,20.950286912000593,
16,7,True,4.6371188809998785,240,240,480,0.4238695,0.9467478999999992,1.16465014,738,1318,20.93896057300026,
16,8,True,4.62319887600006,240,240,480,0.5009915,1.2272513499999909,1.7991858199999997,720,1321,21.06153888800054,
16,9,True,4.602535251000518,240,240,495,0.448767,1.0193517999999997,1.6688348800000001,761,1316,20.758338063999872,
16,10,True,4.620809242999712,240,240,480,0.471267,1.29895985,2.1044097199999996,732,1317,20.84386940799959,
16,11,True,4.6814121760007765,240,240,480,0.42527000000000004,1.0176837499999998,1.32915157,724,1315,20.892549088000123,
16,12,True,4.630049479000263,240,240,480,0.459457,1.3580435499999988,2.4437866799999997,724,1316,21.081573767999544,
16,13,True,4.745416044000194,240,240,480,0.46129149999999997,1.0769315499999998,1.6062962599999993,722,1320,21.054484344999764,
16,14,True,4.680214074000105,240,240,480,0.425419,1.09277045,1.6521270399999994,730,1317,21.057971879999968,
16,15,True,4.649637147999783,240,240,480,0.5041035,1.3816128499999993,1.937731549999998,720,1319,20.977781290000166,
16,16,True,4.6843207789997905,240,240,480,0.5211669999999999,1.6244751999999987,3.992133589999993,722,1315,22.21434150499954,
16,17,True,4.719109196000318,240,240,480,0.4750855,1.1151808999999993,2.498857759999998,722,1317,20.947509739000452,
16,18,True,4.635753395999927,240,240,480,0.448213,1.0697059999999994,1.9868120399999998,726,1317,20.957285593999586,
16,19,True,4.632021847999567,240,240,480,0.484234,1.1737738999999987,2.0059746499999993,724,1318,21.03213791500002,
16,20,True,4.7094048029994156,240,240,480,0.443736,1.1054115999999998,2.61416361,724,1317,21.086971581000398,
16,21,True,4.715608065000197,240,240,480,0.471631,1.0505691,1.3002954299999994,724,1317,20.99705457699929,
16,22,True,4.575492775999919,240,240,480,0.44152899999999995,0.9724386499999995,1.208171149999999,724,1317,21.464209278999988,
16,23,True,4.711249863000376,240,240,480,0.529381,1.6002135999999978,2.457998629999997,722,1315,21.82155328600038,
16,24,True,4.665878932999476,240,240,480,0.48109100000000005,1.0159205999999996,1.3134667499999995,736,1322,21.208158471999923,
