n_nodes,repetition,pass,convergence_s,connections_observed,connections_expected,propagation_n_samples,propagation_latency_median_ms,propagation_latency_p95_ms,propagation_latency_p99_ms,apply_events_total,lifecycle_events_total,wall_time_s,fatal_error
32,6,True,21.037482443000044,992,992,961,0.0,0.0,0.0,1240,5905,31.584246239000095,
32,7,True,21.134369094999784,992,992,992,0.0,0.0,0.0,1178,5902,31.378122402000372,
32,8,True,21.01686300700021,992,992,992,0.0,0.0,0.0,1209,5903,32.766970048000076,
32,9,True,21.05523121799979,992,992,961,0.0,0.0,0.0,1550,5894,34.21614215200043,
32,10,True,24.82450806899942,992,992,1023,0.0,0.0,0.0,2015,5996,57.0513476619999,
32,11,True,21.879409801000293,992,992,992,0.0,0.0,0.0,1488,5759,32.303750664999825,
32,12,True,20.857342957000583,992,992,961,0.0,0.0,0.0,1240,5908,30.94933160599976,
32,13,True,20.843691297999612,992,992,961,0.0,0.0,0.0,1147,5908,30.654268631999912,
32,14,True,20.84319414299989,992,992,961,0.0,0.0,0.0,1023,5904,30.9749255050001,
32,15,True,21.005889236000257,992,992,992,0.0,0.0,0.0,1116,5908,31.105810351999935,
32,16,True,20.879915036000057,992,992,961,0.0,0.0,0.0,1147,5907,31.19608836900079,
32,17,True,20.85160078900026,992,992,961,0.0,0.0,0.0,1240,5909,31.623777318000066,
32,18,True,20.938499821000732,992,992,992,0.0,0.0,0.0,1240,5912,31.87146574899998,
32,19,True,21.036670191000667,992,992,992,0.0,0.0,0.0,1705,5844,31.56352515800063,
32,20,True,20.90790381199986,992,992,961,0.0,0.0,0.0,1116,5903,31.035105807000036,
32,21,True,20.876325747999545,992,992,961,0.0,0.0,0.0,1116,5904,31.09214263800004,
32,22,True,20.931679252999857,992,992,961,0.0,0.0,0.0,1147,5893,31.523950212999807,
32,23,True,20.860005321000244,992,992,961,0.0,0.0,0.0,1147,5906,30.714735653999924,
32,24,True,20.90008300200043,992,992,961,0.0,0.0,0.0,1240,5902,30.750222048999603,
32,25,True,20.834921808000217,992,992,992,0.0,0.0,0.0,1240,5905,30.67077814700042,
32,26,True,20.95485996000025,992,992,992,0.0,0.0,0.0,1147,5902,30.5967325040001,
32,27,True,20.900413401998776,992,992,961,0.0,0.0,0.0,1147,5902,31.007800246999068,
32,28,True,20.92953738899996,992,992,992,0.0,0.0,0.0,1147,5904,30.980650601999514,
32,29,True,20.969976805999977,992,992,961,0.0,0.0,0.0,1054,5905,30.64260114100034,
